2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28,2017-10-29,2017-10-30,2017-10-31
0252c0b80107fd1b,01ee57d1cc1410cd,022a69bc195de660,01de067cd02257ec,0264b166dd39932c,01857c89de547029,01e55bc94450f629,01cd32abcdf8c620,018bf54bf56e183d,01d1c392a9dcb62e,021dc43b7157924c,01cd32abcdf8c620,01db546f14ac1c95,019c6758793036f3,01a84ad392746d97,01a84ad392746d97,018bf54bf56e183d,01afe8591550ea57,019c6758793036f3,01afd70d491dabca,0111f4556e0acdfb,01387d52844de7ff,019c6758793036f3,019c6758793036f3,01af1ff33c53eae6,015b61aa2e891c70,018bf54bf56e183d,014c87b2ef5d2162,01047bb20ecc9e78,0149a3b10c742675,0153fcecf4055775
0261684022826f8c,020d7952789be033,0252c0b80107fd1b,0206b4b42fcf6236,02727734cc4900a1,018bf54bf56e183d,01ee57d1cc1410cd,01d1c392a9dcb62e,018e3998e5fe854b,01de067cd02257ec,0252c0b80107fd1b,01d1c392a9dcb62e,01dd273af8561c04,01cd32abcdf8c620,01afe8591550ea57,01bf43ccaca573cc,018cdff2a18d47d0,01cd32abcdf8c620,01a84ad392746d97,01bd88c7652f632c,012c22da12cdc4dd,014c87b2ef5d2162,01a8fef914943d70,01af5bebad5c76d9,01bd88c7652f632c,0168ac47da92b3b9,019ac2d71e41d1a6,0153fcecf4055775,0106e91fdcf68c8f,014c87b2ef5d2162,0163f5857b115182
0292bb41ba0b26f0,021dc43b7157924c,027761eb41addd60,020d7952789be033,02783c7de2ca70be,019c6758793036f3,020d7952789be033,01db546f14ac1c95,0194322280ae8845,020108b8871e3e01,0264b166dd39932c,01db546f14ac1c95,01de067cd02257ec,01d1c392a9dcb62e,01bf43ccaca573cc,01cd32abcdf8c620,01a84ad392746d97,01db546f14ac1c95,01bd88c7652f632c,01cd32abcdf8c620,01387d52844de7ff,0168ac47da92b3b9,01bd88c7652f632c,01cd32abcdf8c620,01cd2de7b8eb1dba,01847a1a5f922dc3,01a437b196f300e7,018842cf9883e194,012c22da12cdc4dd,0153fcecf4055775,0168ac47da92b3b9
02df42ee1e48dd07,0261684022826f8c,0293dd0954e8aa74,021daa0116f0cced,0284fea89e7dc29c,01a92bd45b55ace5,021daa0116f0cced,01de067cd02257ec,01b50d5eb5bc67f5,0206b4b42fcf6236,0271dbf5ffb8bf28,01de067cd02257ec,01e55bc94450f629,01de067cd02257ec,01cd32abcdf8c620,01d1c392a9dcb62e,01afe8591550ea57,01de067cd02257ec,01cd32abcdf8c620,01e55bc94450f629,014c87b2ef5d2162,018bf54bf56e183d,01cd32abcdf8c620,01de067cd02257ec,01cd32abcdf8c620,0186db92f409d1a9,01a84ad392746d97,019ac2d71e41d1a6,012edc63aa26d2fd,0168ac47da92b3b9,018842cf9883e194
02f3ec0a4747d49d,0264b166dd39932c,02ad51684d6d2cdf,021dc43b7157924c,0293dd0954e8aa74,01cd32abcdf8c620,021dc43b7157924c,01e55bc94450f629,01bcb40c8f368e8a,020d7952789be033,0272a3a6c696e948,01e55bc94450f629,01e5c3cccb4c55f7,01e5c3cccb4c55f7,01de067cd02257ec,01de067cd02257ec,01cd32abcdf8c620,01e55bc94450f629,01de067cd02257ec,020d7952789be033,0168ac47da92b3b9,019c6758793036f3,01d1c392a9dcb62e,01e55bc94450f629,01de067cd02257ec,018bf54bf56e183d,01a998e75475a0a5,01a998e75475a0a5,014c87b2ef5d2162,018842cf9883e194,018bf54bf56e183d
03094a7a1a7c6955,02783c7de2ca70be,02df42ee1e48dd07,0252c0b80107fd1b,02ad51684d6d2cdf,01de067cd02257ec,022a69bc195de660,01e5c3cccb4c55f7,01cd32abcdf8c620,02151134822f9e03,0284fea89e7dc29c,01e5c3cccb4c55f7,020d7952789be033,01ee57d1cc1410cd,01e55bc94450f629,01e55bc94450f629,01db546f14ac1c95,01fcaa1eb755ff85,01e55bc94450f629,021dc43b7157924c,017a5374f9629091,01cd32abcdf8c620,01de067cd02257ec,01eb566cd6538350,01e55bc94450f629,019ac2d71e41d1a6,01c53f12914ec474,01add4c860030f65,014cc354c84d7129,018d1f09377958b3,019096eac4601930
0354aa80aa29a3fb,0284fea89e7dc29c,02e0e42f4389e432,0264b166dd39932c,02b138840621d5a3,020d7952789be033,023f57bd321d8378,01ee57d1cc1410cd,01de067cd02257ec,021dc43b7157924c,028cc0c051070a54,01eb36b625ee5c0d,021daa0116f0cced,020d7952789be033,01fcaa1eb755ff85,01ee57d1cc1410cd,01e55bc94450f629,01fe3fc70701865c,020d7952789be033,02471b240d93f56d,01857c89de547029,01d1c392a9dcb62e,01e55bc94450f629,020d7952789be033,01eb566cd6538350,019c6758793036f3,01cd32abcdf8c620,01cd32abcdf8c620,0153fcecf4055775,019ac2d71e41d1a6,019ac2d71e41d1a6
0374ebf672f3d032,0293dd0954e8aa74,03094a7a1a7c6955,02727734cc4900a1,02ce990bcd116a2c,021daa0116f0cced,0252c0b80107fd1b,020d7952789be033,01e55bc94450f629,023ace782e182c48,02c8e27fe54f2abe,020d7952789be033,021dc43b7157924c,021dc43b7157924c,01fe3fc70701865c,01fe3fc70701865c,01ee57d1cc1410cd,020d7952789be033,021dc43b7157924c,025e16ab51b8d3f3,018bf54bf56e183d,01de067cd02257ec,01eb566cd6538350,0212d4ca174a9935,01ee57d1cc1410cd,01afe8591550ea57,01e55bc94450f629,01d340dac42e3621,015e1492a919870b,01a8fef914943d70,019c6758793036f3
03b03ec99073ddb6,02ba0e8720a5702c,0311dc229207f735,02acec7027841b20,02f2589119607dae,021dc43b7157924c,0264b166dd39932c,021dc43b7157924c,01ee57d1cc1410cd,02579c338de13655,02dcdb6efff8aaab,021daa0116f0cced,023f57bd321d8378,023ace782e182c48,020d7952789be033,020d7952789be033,01fe3fc70701865c,021dc43b7157924c,023ace782e182c48,025ffb9bde1ac72a,019c6758793036f3,01e55bc94450f629,01ee57d1cc1410cd,023ace782e182c48,020d7952789be033,01cd2de7b8eb1dba,020d7952789be033,01e55bc94450f629,0168ac47da92b3b9,01a998e75475a0a5,01a84ad392746d97
03b76b5ef6205e96,02ce990bcd116a2c,033cdd8c322135e4,02ad51684d6d2cdf,02f3ec0a4747d49d,02212a2f97c54b81,02783c7de2ca70be,023ace782e182c48,020d7952789be033,025e16ab51b8d3f3,0305fd801ef4f29e,021dc43b7157924c,0252c0b80107fd1b,023f57bd321d8378,02153ce2df0b9448,02153ce2df0b9448,0201fb5fff4dc077,023ace782e182c48,0252c0b80107fd1b,0264b166dd39932c,01a84ad392746d97,01eb566cd6538350,020d7952789be033,023ea0f1b6c0b840,0215dcd24b991065,01cd32abcdf8c620,0212d4ca174a9935,01eb566cd6538350,016c40d27336b4cd,01b02a203dec46ad,01a998e75475a0a5
0405dd32be133684,02e0e42f4389e432,037279e063afa4d5,02ce990bcd116a2c,03094a7a1a7c6955,023ace782e182c48,02ad51684d6d2cdf,0252c0b80107fd1b,021dc43b7157924c,0264b166dd39932c,03094a7a1a7c6955,022a69bc195de660,025e16ab51b8d3f3,0260c3c76f17751c,021dc43b7157924c,021dc43b7157924c,020d7952789be033,0264b166dd39932c,0264b166dd39932c,02783c7de2ca70be,01a8fef914943d70,01ee57d1cc1410cd,0212d4ca174a9935,0252c0b80107fd1b,021dc43b7157924c,01e55bc94450f629,0264b166dd39932c,01f4d0c77076bbc1,017142c5d25d0782,01cd32abcdf8c620,01af1ff33c53eae6
04213b18ea7c0fec,02f2589119607dae,0374ebf672f3d032,02e0e42f4389e432,037279e063afa4d5,0252c0b80107fd1b,02b138840621d5a3,0264b166dd39932c,023ace782e182c48,0271dbf5ffb8bf28,0311dc229207f735,023f57bd321d8378,0264b166dd39932c,0264b166dd39932c,0230de551f8b70c0,0252c0b80107fd1b,021dc43b7157924c,0283591258417f44,0267fa6af0f5b2e6,0286ca8fd7dd520f,01afd70d491dabca,0201fb5fff4dc077,023ace782e182c48,0264b166dd39932c,0252c0b80107fd1b,01eb566cd6538350,028667c4f1a6c798,020108b8871e3e01,01847a1a5f922dc3,01db546f14ac1c95,01afdbdd8019ee47
046af45cfae144dd,03094a7a1a7c6955,0390aff9fdf86a2b,03194a2044f85ce6,03b03ec99073ddb6,02783c7de2ca70be,02ce990bcd116a2c,026c7a1f2f7495d9,02579c338de13655,02783c7de2ca70be,0325d4495e5afb70,0252c0b80107fd1b,02727734cc4900a1,02783c7de2ca70be,023ace782e182c48,025e16ab51b8d3f3,023ace782e182c48,0284fea89e7dc29c,02783c7de2ca70be,029d82efc849c0de,01bd88c7652f632c,020d7952789be033,02526fec92abae76,02a73ce15d417a64,025cedb3345fcd4a,01ee57d1cc1410cd,028e11a8c0960698,0208af8d3d2cd9c1,01857c89de547029,01de067cd02257ec,01b5042d2befce14
046c9ba8869128cc,03194a2044f85ce6,03b03ec99073ddb6,037279e063afa4d5,03cf383a0b8d1b40,0284fea89e7dc29c,03094a7a1a7c6955,0272a3a6c696e948,0264b166dd39932c,028cc0c051070a54,033ded3fea44c5e2,025e16ab51b8d3f3,028281d6bb177f8b,0282761452bde20b,0252c0b80107fd1b,0264b166dd39932c,024c6fd34c9ab1b9,0293dd0954e8aa74,0286ca8fd7dd520f,02a73ce15d417a64,01c58e64dee35f12,023ace782e182c48,026474ab964c2f1e,02ad51684d6d2cdf,0264b166dd39932c,020d7952789be033,02a73ce15d417a64,020d7952789be033,019ac2d71e41d1a6,01e55bc94450f629,01cd32abcdf8c620
04872b65ddf2c175,0354aa80aa29a3fb,03cf383a0b8d1b40,03b03ec99073ddb6,042fb04418f48ea1,02ad51684d6d2cdf,031695bc478bba17,0284fea89e7dc29c,026c7a1f2f7495d9,02b138840621d5a3,0354aa80aa29a3fb,0264b166dd39932c,029a062c6538533b,0284fea89e7dc29c,0264b166dd39932c,0293dd0954e8aa74,0252c0b80107fd1b,029d82efc849c0de,02bbd52362a430bb,02acec7027841b20,01cd32abcdf8c620,0264b166dd39932c,0264b166dd39932c,02e843c0e9a24d49,02727734cc4900a1,0215dcd24b991065,02d2fe632622733b,0210ddbb72821f3b,019c6758793036f3,020d7952789be033,01e55bc94450f629
049171a00baa7a96,0374ebf672f3d032,03e9a8963139bbb7,03e9a8963139bbb7,046af45cfae144dd,02ce990bcd116a2c,037279e063afa4d5,02ad51684d6d2cdf,0270fb33f673765e,02be5add9180759d,03b03ec99073ddb6,02727734cc4900a1,02afaaece42fe86c,028cc0c051070a54,0270fb33f673765e,0294b1d0328b0f20,0264b166dd39932c,02aacf8e7c8a750a,02c762f901d90e61,02f3ec0a4747d49d,01da4499763c9331,02994542ad636512,02662af88b0ebed6,03021748ceada5fe,02783c7de2ca70be,021daa0116f0cced,02d751bde5651e1d,024927738f3824d7,01a8fef914943d70,0210ddbb72821f3b,0201e31ec9b0b115
0496126872d9eeee,03b03ec99073ddb6,041d02314dd4fab7,041d02314dd4fab7,04837599b564a739,02f2589119607dae,037356318a3b0687,02b138840621d5a3,02727734cc4900a1,02ce990bcd116a2c,03cf383a0b8d1b40,0293dd0954e8aa74,02b19a97ed3f7051,0293dd0954e8aa74,0277d0a668adc17d,0294c1953c4583aa,0270fb33f673765e,02acec7027841b20,0305fd801ef4f29e,0311dc229207f735,01db546f14ac1c95,02a73ce15d417a64,0293dd0954e8aa74,03023cde3cc9e6ed,028e11a8c0960698,023ace782e182c48,02e843c0e9a24d49,024eaf3e51ad32f1,01a998e75475a0a5,0212cecb80a342ea,020d7952789be033
04c40b8f2347b806,03cf383a0b8d1b40,04213b18ea7c0fec,04213b18ea7c0fec,049171a00baa7a96,03094a7a1a7c6955,03b03ec99073ddb6,02c8e27fe54f2abe,0272a3a6c696e948,02f2589119607dae,03dac5396ee8174a,02acec7027841b20,02dcdb6efff8aaab,029d82efc849c0de,0294c1953c4583aa,02acec7027841b20,02933141e7837297,02bbd52362a430bb,03075bd236478f03,034c24fa4e7b70f9,01de067cd02257ec,02ad51684d6d2cdf,029d82efc849c0de,03094a7a1a7c6955,029080682f5e4471,023cbc175c2f4684,0305fd801ef4f29e,026c7a1f2f7495d9,01af1ff33c53eae6,0212d4ca174a9935,0217f7123d49c047
052ffe54c154e54d,041744b3367957df,044827d037c3e48a,042bfb13a8e31db3,0496126872d9eeee,031695bc478bba17,03cf383a0b8d1b40,02ce990bcd116a2c,02783c7de2ca70be,0325d4495e5afb70,03e6809df495f1ee,02b19a97ed3f7051,02f2589119607dae,02acec7027841b20,029d82efc849c0de,02c8e27fe54f2abe,0293dd0954e8aa74,02de326e6e041034,03194a2044f85ce6,03b03ec99073ddb6,01e55bc94450f629,02c762f901d90e61,02a73ce15d417a64,034008c3ee8097ac,0294c1953c4583aa,024927738f3824d7,034c24fa4e7b70f9,02727734cc4900a1,01bd88c7652f632c,0217f7123d49c047,0225aa67110b42ec
055fafd76df42f4e,04213b18ea7c0fec,04621236de43a336,045ae0baea3cf319,04a093521887f915,037279e063afa4d5,03e9a8963139bbb7,02f3ec0a4747d49d,0293dd0954e8aa74,033cdd8c322135e4,03e9a8963139bbb7,02be5add9180759d,0305fd801ef4f29e,02b19a97ed3f7051,02a7bf244214bc7c,02df42ee1e48dd07,0294c1953c4583aa,02f342a8a4cb6e1c,0325d4495e5afb70,03dac5396ee8174a,01f0b94bc44ae94d,02e173a72130f229,02ba0e8720a5702c,034c24fa4e7b70f9,02a73ce15d417a64,02783c7de2ca70be,036a7b7918596d4c,0284fea89e7dc29c,01cd32abcdf8c620,02471b240d93f56d,02378a0380e7c07c
056b1a5ac0d5c6b4,045ae0baea3cf319,046af45cfae144dd,046af45cfae144dd,04a76179c352618d,03b03ec99073ddb6,0405dd32be133684,03094a7a1a7c6955,02c7e8eb7e63de35,0354aa80aa29a3fb,041519fc948c382b,02c8e27fe54f2abe,03094a7a1a7c6955,02be5add9180759d,02b19a97ed3f7051,02e5993e280dae81,02ba0e8720a5702c,02f3ec0a4747d49d,034c24fa4e7b70f9,03ff124bb24c9062,0201fb5fff4dc077,02e843c0e9a24d49,02f3ec0a4747d49d,03584aa22c0990d3,02ad3759d0b98a84,029080682f5e4471,0371cd281d67d963,029d82efc849c0de,01de067cd02257ec,024927738f3824d7,023ace782e182c48
05ce32d08abd7dfb,046af45cfae144dd,046c9ba8869128cc,046c9ba8869128cc,04ea81adbba95469,03cf383a0b8d1b40,040e74bd08c9abf7,031a8a9104af7997,02c8e27fe54f2abe,0356c8be630debfb,041744b3367957df,02ce990bcd116a2c,034008c3ee8097ac,02f2589119607dae,02ce990bcd116a2c,02f342a8a4cb6e1c,02be5add9180759d,031868ec137a4602,0367d6949ef7a6f2,04213b18ea7c0fec,020d7952789be033,03094a7a1a7c6955,03094a7a1a7c6955,036a7b7918596d4c,02d08726f2defddd,029d82efc849c0de,03b76b5ef6205e96,02a73ce15d417a64,01eb566cd6538350,02622ae603ee006c,024927738f3824d7
060860ca71ffc76c,046c9ba8869128cc,04812e2e4022bc17,049171a00baa7a96,056b1a5ac0d5c6b4,03e9a8963139bbb7,041519fc948c382b,0325d4495e5afb70,02ce990bcd116a2c,037279e063afa4d5,041d02314dd4fab7,02df42ee1e48dd07,03491f1c03330392,03021748ceada5fe,03094a7a1a7c6955,03021748ceada5fe,02c8e27fe54f2abe,03194a2044f85ce6,0371cd281d67d963,04651b55eaba5eaa,023ace782e182c48,031695bc478bba17,03194a2044f85ce6,037279e063afa4d5,03023cde3cc9e6ed,02a73ce15d417a64,03bc9900f3b6be94,02ad51684d6d2cdf,0208af8d3d2cd9c1,0264b166dd39932c,0252c0b80107fd1b
06426856dae178a1,04837599b564a739,049171a00baa7a96,0496126872d9eeee,059b0e8ad7a5af92,0405dd32be133684,0419afe3e877f563,037279e063afa4d5,02df42ee1e48dd07,03b03ec99073ddb6,042772be1c4b63b5,02f2589119607dae,0356c8be630debfb,0305fd801ef4f29e,034c24fa4e7b70f9,0305fd801ef4f29e,02e5993e280dae81,032852b1f7fc5986,03b03ec99073ddb6,046af45cfae144dd,0264b166dd39932c,03194a2044f85ce6,0325d4495e5afb70,03cf383a0b8d1b40,034c24fa4e7b70f9,02d751bde5651e1d,03cd43f2dc529aaa,02d751bde5651e1d,020d7952789be033,02727734cc4900a1,02622ae603ee006c
064c7973b54707f7,0496126872d9eeee,0496126872d9eeee,04c9d9c810b8dac9,05a83a48f3eec0ea,041d02314dd4fab7,041d02314dd4fab7,037356318a3b0687,02ea81b229339c7e,03cf383a0b8d1b40,044165a5a6e4d87f,02ffb2fc9ebfa269,037279e063afa4d5,03094a7a1a7c6955,037279e063afa4d5,03094a7a1a7c6955,02f2589119607dae,0356c8be630debfb,03ce9d44ef4958f6,04812e2e4022bc17,0282761452bde20b,0325d4495e5afb70,034c24fa4e7b70f9,03dac5396ee8174a,036a7b7918596d4c,02e843c0e9a24d49,03ce9d44ef4958f6,02f3ec0a4747d49d,0210ddbb72821f3b,028e11a8c0960698,028e11a8c0960698
