w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56
aed9597fc6984d64,65f389606f87b87,40311e57d68e9bae,4078027694d8c20e,145f396033d3aeae,aed9597fc6984d64,7015399370b9a426,161665d78ffac6ce,1482c1813a63c94,4104f3309ac20f06,7947899bb1e81b58,dabcbbb39cce2ed6,ed0627b1d9f29eca,aed9597fc6984d64,ed0627b1d9f29eca,c885df69f0e13074,e32ca7352a0ebdf7,145f396033d3aeae,aed9597fc6984d64,145f396033d3aeae,145f396033d3aeae,ed0627b1d9f29eca,aed9597fc6984d64,ed0627b1d9f29eca,6265b90a46ae0150,8cf94ff315895955,9c6bd49522ceb508,21d754327b3c1ea4,72638e049c9c672b,a21213adcb5db9c3,d19b1a4c1e5b35b6,f5c646a7feb7e61e,b69e30939b846808,8f3009b21b2e3657,257aa5cd49d97637,b1360248da8db981,b0015a43e2054cfb,6658239707480b9d,f666f8e63455a737,77f2564d2ceda566,959aeed0524b8ec9,ff1670217f941406,feb16bdf264fe27a,feb53d2214a95ac2,ff228f6abaec7de6,ff00fd66705657db,ff00fd66705657db,ff00fd66705657db,ff228f6abaec7de6,ff228f6abaec7de6,ff34c1981fcf891e,ff00fd66705657db,fee7ab0ddff2293e,ff04a84d2dfcbc6e,ff059ccee293c110,fef7f461d2e7e0b2
44a4cb8186fed67b,7a96b1c1bfe5ee31,73d850fbf14ed262,40311e57d68e9bae,40311e57d68e9bae,fdfc5715e0011c58,65f389606f87b87,c885df69f0e13074,aed9597fc6984d64,ed0627b1d9f29eca,dabcbbb39cce2ed6,145f396033d3aeae,1482c1813a63c94,dabcbbb39cce2ed6,1482c1813a63c94,ed0627b1d9f29eca,1482c1813a63c94,7015399370b9a426,dabcbbb39cce2ed6,7015399370b9a426,dabcbbb39cce2ed6,aed9597fc6984d64,dabcbbb39cce2ed6,aed9597fc6984d64,78acfcd208f7d08a,7c3703aaffc0bd4b,72e4778af2109481,5593a876abc0b28d,37635d7318cd2203,a980fb60d882746a,327ee274e882a39a,80e269ba0a691552,8507d8f6f0fc3b22,f0b6855c1d6d8e92,58086e529afcf59e,f904228b0bf9ee0,d051c45439f62ebd,8341877348923a72,da140524a9ea1ac9,ac3e4bf303763157,df3a6b3bb77dc688,fed60d6d85dc3042,feabf6f1edac4ecd,feb16bdf264fe27a,ff1670217f941406,fee7ab0ddff2293e,fef9a87ba164ba09,fee7ab0ddff2293e,ff1a4376cdb3668b,ff1179141a1a74b8,ff228f6abaec7de6,fee7ab0ddff2293e,fed60d6d85dc3042,ff00fd66705657db,ff04a84d2dfcbc6e,fee7ab0ddff2293e
6ee8f8f6ab60ba22,d62ba9b8f6e27a93,e60aa95eb659fe81,73d850fbf14ed262,beffb0dbe805c991,dabcbbb39cce2ed6,7a96b1c1bfe5ee31,4104f3309ac20f06,7947899bb1e81b58,1482c1813a63c94,7015399370b9a426,7947899bb1e81b58,aed9597fc6984d64,7015399370b9a426,aed9597fc6984d64,1482c1813a63c94,aed9597fc6984d64,6ee8f8f6ab60ba22,7015399370b9a426,5aed9a1ba1b31fbe,7015399370b9a426,dabcbbb39cce2ed6,7015399370b9a426,145f396033d3aeae,8bc55afa64318c00,6b058f7ec63a2819,a3816ca6e47a9f6a,4db4eabd6f57cfbc,9fa948089425e06,b3edec7cc079ab6a,73ba5e1caee61375,c93f6780f014104e,e5228711731d5ba1,dba8c94a8e0fd042,c87dc828b3a61268,a3f8b3ac1a4a6c1e,7a253ee0a31126d7,9ef5b123e448b2f5,6c497bc7fef7e339,dd3231162a08a0a,a3963913821b4d88,fec1471ccc565927,fea41c7c6ec1de97,feabf6f1edac4ecd,fed60d6d85dc3042,fed60d6d85dc3042,fee7ab0ddff2293e,fed60d6d85dc3042,ff059ccee293c110,ff059ccee293c110,ff059ccee293c110,fed60d6d85dc3042,fecf41e026cd3093,fee7ab0ddff2293e,ff00fd66705657db,fed60d6d85dc3042
d62ba9b8f6e27a93,3d071b6f3faf3ce3,beffb0dbe805c991,3e9ee2ce78348844,e60aa95eb659fe81,7015399370b9a426,6ee8f8f6ab60ba22,1482c1813a63c94,145f396033d3aeae,aed9597fc6984d64,d62ba9b8f6e27a93,d62ba9b8f6e27a93,dabcbbb39cce2ed6,d62ba9b8f6e27a93,dabcbbb39cce2ed6,aed9597fc6984d64,145f396033d3aeae,65f389606f87b87,d62ba9b8f6e27a93,b1657d138fa58ac3,c9ec5e7118aa5828,7015399370b9a426,5aed9a1ba1b31fbe,7015399370b9a426,7676a00dc740e843,dd97591c63ff9efb,a692a921bc144e38,4419956e269cf3bf,1e6ba42f95c2b4c4,a0b72eca095ac41,be8a9f2265f1c760,808ecbc8e7d5b227,528636199dd6291d,bdfe0a491a27f749,1603be5e91c7e39c,dabcbbb39cce2ed6,7120c45416f0ddba,ab3bc91d42488f6f,e67e69afb155882f,1f0942fac4968882,eca748f4dfd20c7,feb53d2214a95ac2,fe54e1e639e4eb92,fea41c7c6ec1de97,fecf41e026cd3093,fecf41e026cd3093,fed60d6d85dc3042,feb53d2214a95ac2,ff00fd66705657db,ff00fd66705657db,ff00fd66705657db,fecf41e026cd3093,fec98331c02085df,fed60d6d85dc3042,fee7ab0ddff2293e,fecf41e026cd3093
7a96b1c1bfe5ee31,40311e57d68e9bae,f13da1955031ad18,dd015d6c1581428c,3e9ee2ce78348844,65f389606f87b87,dabcbbb39cce2ed6,aed9597fc6984d64,d62ba9b8f6e27a93,145f396033d3aeae,145f396033d3aeae,a53f76e87e1458f5,145f396033d3aeae,145f396033d3aeae,7015399370b9a426,dabcbbb39cce2ed6,7015399370b9a426,7a96b1c1bfe5ee31,65f389606f87b87,7a96b1c1bfe5ee31,b1657d138fa58ac3,6ee8f8f6ab60ba22,b1657d138fa58ac3,5aed9a1ba1b31fbe,1022394834ef9056,5e37c31f5c4c67bb,e6918c965343a97d,2ee6255130de24b3,ad85b295346ae90a,9e0e78991bf18771,19edc0496d190b6f,1fa0ba922424d8c2,4ef70c5aaf7892d1,bdd00c9ecce39878,a2dd302a9ed1ea47,a7f6d512da740bec,a1b661072e951fb4,b94b44e96f168cdc,6b8164762a4171ce,d4e0676413f4eb50,b2b9362edad2625b,feb16bdf264fe27a,fe456e04e36690c,fea144d5e8e0a1ae,feb53d2214a95ac2,feb53d2214a95ac2,feb53d2214a95ac2,feb16bdf264fe27a,fee7ab0ddff2293e,fee7ab0ddff2293e,fee7ab0ddff2293e,fec98331c02085df,fec666a25060950,fecf41e026cd3093,fed60d6d85dc3042,fec98331c02085df
5619c0f3beddf327,73d850fbf14ed262,b7ad4ff42c6f7db8,a6c54abe85965d96,b7ad4ff42c6f7db8,7a96b1c1bfe5ee31,40311e57d68e9bae,dabcbbb39cce2ed6,65f389606f87b87,dabcbbb39cce2ed6,7a96b1c1bfe5ee31,7a96b1c1bfe5ee31,7015399370b9a426,85eb3f2a4f363ea4,6ee8f8f6ab60ba22,7015399370b9a426,d62ba9b8f6e27a93,d62ba9b8f6e27a93,7a96b1c1bfe5ee31,6ee8f8f6ab60ba22,6ee8f8f6ab60ba22,b1657d138fa58ac3,7a96b1c1bfe5ee31,b1657d138fa58ac3,2937550ada694117,aed0fd64aa7a51dc,eddc17bb9017aca0,9cd7fc06def8c468,365c4a7bdfaa7f50,d51106274b3ad5f0,6d31898472d59d3f,bfe0c41d24984d60,b695bcb51e405cf3,30ab4d9fc74c1df4,2e0f18a4071b4b93,4389ae2999834710,a8cdc0a7b5516dfe,9fd5b5cd48641b07,51692350cf8a49eb,3de38c9ec93f89ab,3d6f9e34e7a11e6a,feabf6f1edac4ecd,fe01b7e400e6aebb,fe9c7ff3caaeb0a4,feb16bdf264fe27a,feb16bdf264fe27a,feb16bdf264fe27a,feabf6f1edac4ecd,fed60d6d85dc3042,fed60d6d85dc3042,fed60d6d85dc3042,feb53d2214a95ac2,fec3f01465badacf,fec98331c02085df,fecf41e026cd3093,feb53d2214a95ac2
d0edfc28a68d9d9b,e60aa95eb659fe81,dfa92175e2366f25,f13da1955031ad18,a6c54abe85965d96,145f396033d3aeae,73d850fbf14ed262,145f396033d3aeae,7a96b1c1bfe5ee31,7947899bb1e81b58,aed9597fc6984d64,65f389606f87b87,65f389606f87b87,7947899bb1e81b58,65f389606f87b87,7947899bb1e81b58,b1657d138fa58ac3,b1657d138fa58ac3,6ee8f8f6ab60ba22,986b9db2ca1081f5,65add0a9479a448e,7a96b1c1bfe5ee31,986b9db2ca1081f5,7a96b1c1bfe5ee31,dec7b8db0a4fe4dc,99ebcafe73e1202b,1af368cb4a230d24,27e142fe4c922f,4b25efbd2a19de0d,96add54e251d5ce5,765bfdfaf4f40955,e63f097130605895,959aeed0524b8ec9,1613c40caa0bcf6e,5b17aee3e870e3e7,b7832a3411f0a509,acd1869cf509df60,b695bcb51e405cf3,da10c47bac5904d3,c72705e834ed5272,30d2c094c2fcd527,fe989ee076573e05,fde1fa9385b9644,fe54e1e639e4eb92,feabf6f1edac4ecd,feabf6f1edac4ecd,feabf6f1edac4ecd,fea59dbec03d7c1a,fecf41e026cd3093,fecf41e026cd3093,fecf41e026cd3093,fea41c7c6ec1de97,feb53d2214a95ac2,fec1471ccc565927,fec98331c02085df,fea59dbec03d7c1a
40311e57d68e9bae,f13da1955031ad18,29732efbadc63028,beffb0dbe805c991,f13da1955031ad18,40311e57d68e9bae,3e9ee2ce78348844,d62ba9b8f6e27a93,6ee8f8f6ab60ba22,65f389606f87b87,65f389606f87b87,65add0a9479a448e,7a96b1c1bfe5ee31,7a96b1c1bfe5ee31,7a96b1c1bfe5ee31,65f389606f87b87,65f389606f87b87,baadc151d64d459a,b1657d138fa58ac3,baadc151d64d459a,c9ad078e70580ac1,5aed9a1ba1b31fbe,65add0a9479a448e,dabcbbb39cce2ed6,7e850626f35237c9,c4f69c1845f899b9,4f35b27c386d7134,91934434e67b0cb5,18c2546ba7c48ee5,9bc6f9105d42bd75,e6918c965343a97d,cd0b8b6095030229,a8faba585e241dc2,85128d691c9326a3,e02ecf94fd8ee5c8,7a2825019626b3cc,6955a45091c60ed1,a727dd00eb7d7db4,a5271e25419920ee,aa625dc48c29685f,7a62a769fe93839,fe54e1e639e4eb92,fdce73c42d73f01e,fe4c6a23c585739f,fea59dbec03d7c1a,fea41c7c6ec1de97,fe9c7ff3caaeb0a4,fea41c7c6ec1de97,fec1471ccc565927,feb53d2214a95ac2,fec98331c02085df,fe9c7ff3caaeb0a4,feabf6f1edac4ecd,feb53d2214a95ac2,feb53d2214a95ac2,fea41c7c6ec1de97
e60aa95eb659fe81,407d67f50877e6f9,a48c2d4d521cc5d8,6bf6f8dd2e14f151,6cbc1de2eb088def,e60aa95eb659fe81,a39bc763eb263f4b,65f389606f87b87,dabcbbb39cce2ed6,7a96b1c1bfe5ee31,65add0a9479a448e,6ee8f8f6ab60ba22,d62ba9b8f6e27a93,65add0a9479a448e,7947899bb1e81b58,7a96b1c1bfe5ee31,6ee8f8f6ab60ba22,5c0ca984bae7e86e,baadc151d64d459a,5c0ca984bae7e86e,5c0ca984bae7e86e,145f396033d3aeae,baadc151d64d459a,baadc151d64d459a,b508e1e18c258bc3,f3fcf8002f679a2c,ce6cde769bb53473,b61f24d266edb166,327ed93104a30df,4966539a23ca8b2d,5ad60d644c47e44b,1496538cf346d737,aa3d5215f6b38785,f3bcd70d155511b8,53498e77f7e7cecf,88a7e80fcdbd142c,48553e9f60a1e4b2,b3f4cd34058a9dc,431f0a93e5a2892f,2fa49a173da2d450,343c53aa32e05f39,fe31e86feb84d62b,fdc8ed26fa7b000c,fe456e04e36690c,fe9c7ff3caaeb0a4,fe9c7ff3caaeb0a4,fe83d7f152facaa4,fe9c7ff3caaeb0a4,feb53d2214a95ac2,feb16bdf264fe27a,feb53d2214a95ac2,fe54e1e639e4eb92,fea41c7c6ec1de97,feabf6f1edac4ecd,feabf6f1edac4ecd,fe9c7ff3caaeb0a4
3f6eb822b51d62b7,ca14be5e0b77a470,15c18b793d8cdeba,29732efbadc63028,26390e3b206949e7,beffb0dbe805c991,e60aa95eb659fe81,ad16189458eab8d7,65add0a9479a448e,c885df69f0e13074,a2d3c018250f5ac6,a2d3c018250f5ac6,9f3b545dd188b4d0,73d850fbf14ed262,b1657d138fa58ac3,d62ba9b8f6e27a93,dabcbbb39cce2ed6,92940d13c0cd082b,5c0ca984bae7e86e,dabcbbb39cce2ed6,baadc151d64d459a,65add0a9479a448e,2d6200d6de86750e,65add0a9479a448e,818d1220ad99cec,47b5003f6290ffe0,dcb548d07bd38176,4e5970f30988ba02,ee0d366c228447b4,e599a1f866d65b33,55a4a069f087d5a1,7584c91fd45e5351,6e2340191b4b539d,b72b9d03430d3921,9c96af1733711026,65519eafb1082e0f,9a41089040595194,1d830260d67941cf,6037fe7e05b97e13,33df2684bbfd49e5,34f182d6219f783f,fe01b7e400e6aebb,fdc34dc86300550,fe01b7e400e6aebb,fe54e1e639e4eb92,fe83d7f152facaa4,fe639d1a211ee2f3,fe83d7f152facaa4,feb16bdf264fe27a,feabf6f1edac4ecd,feabf6f1edac4ecd,fe4c6a23c585739f,fea2714ec2df28dc,fea41c7c6ec1de97,fe9c7ff3caaeb0a4,fe9160ff497166fb
